id,trigger,conditions,script,text,options,notes
nex_mercMeetBlurbGenericInsulted,Nex_MercMeetBlurb,$nex_mercInsulted score:5,SetEnabled nex_mercHire false,"Офицер-наемник бросает на вас один взгляд и выпрямляется, узнав вас.

""Нет. Мы не будем работать на того, кто в нас плюет"".
OR
Офицер-наемник бросает на вас один взгляд и останавливается. $nex_MercHeOrShe холодно смотрит на вас через экран.

""У тебя много наглости даже показывать здесь свое лицо после последней нашей встречи"".",,
nex_mercHireBlurbGeneric,Nex_MercHireBlurb,,,"Контракт быстро заключен, и вы обрываете связь после обычного обмена любезностями.

Вскоре после этого отряд наемников присоединяется к вашему $shipOrFleet. Вы готовы отправиться в любое время.",,
nex_mercMeetBlurbSteiner,Nex_MercMeetBlurb,$nex_mercCompanyId == steinerGuards,,"""Добрый день, капитан. Дом Штайнеров готов служить за справедливую цену.""",,
nex_mercMeetBlurbSteinerInsulted,Nex_MercMeetBlurb,"$nex_mercCompanyId == steinerGuards
$nex_mercInsulted score:5",SetEnabled nex_mercHire false,"$nex_mercRank смотрит на вас, глаз $nex_mercHisOrHer дергается. Спустя короткое время губа $nex_mercHisOrHer скривилась в усмешке.

""Ах, бесчестный пес возвращается. Вы пришли унижаться перед Домом Штайнер? Или вы хотите назвать своих секундантов?""",,
nex_mercHireBlurbSteiner,Nex_MercHireBlurb,$nex_mercCompanyId == steinerGuards,,"""Отличный выбор, капитан. Мы можем отправиться в течение часа.""

Подразделение Штайнера присоединяется к вашему $shipOrFleet по расписанию. Это определенно впечатляющий железный кулак.",,
nex_mercMeetBlurbVolturn,Nex_MercMeetBlurb,$nex_mercCompanyId == menFromVolturn,,"""Аурох слушает.""
OR
""Мы пришли из Волтурна. Расколоть несколько голов.""",,
nex_mercMeetBlurbVolturnInsulted,Nex_MercMeetBlurb,"$nex_mercCompanyId == menFromVolturn
$nex_mercInsulted score:5",SetEnabled nex_mercHire false,"Человек с Вольтурна останавливается. Его выражение лица почти полностью скрыто бумажной тарелкой, но его губа кривится, а глаза становятся твердыми, как боевая сталь.

""Аурох развлечен. Возможно, однажды мы это уладим. Своими руками"".",,
nex_mercHireBlurbVolturn,Nex_MercHireBlurb,$nex_mercCompanyId == menFromVolturn,,"""Аурох одобряет. Мы присоединяемся к вашему флоту.""

Вскоре наемная компания присоединяется к вашему $shipOrFleet. У этих парней, безусловно, нет недостатка в энтузиазме.
OR
""Мы идем. Мы сокрушим ваших врагов.""

Вскоре наемная компания присоединяется к вашему $shipOrFleet. Они определенно жаждут хорошей драки.",,
nex_mercMeetBlurbLuddic,Nex_MercMeetBlurb,$nex_mercCompanyFactionId == luddic_church,,"""Благословения вам, попутчик. Мы готовы помочь вам в вашем путешествии.""
OR
""Путь Лудда труден, но праведен. Давайте помогать друг другу на этом пути.""",,
nex_mercHireBlurbLuddic,Nex_MercHireBlurb,$nex_mercCompanyFactionId == luddic_church,,"""Да пребудет с вами благословение.""

Луддитский офицер произносит молитву перед отключением. Их корабли вскоре присоединяются к вашим, готовые к следующему паломничеству.",,
nex_mercMeetBlurbLastCrusader,Nex_MercMeetBlurb,$nex_mercCompanyId == lastCrusader score:3,,"""Здорово, партнер. Мы можем вести дела, если у тебя есть кредиты.""",,
nex_mercHireBlurbLastCrusader,Nex_MercHireBlurb,$nex_mercCompanyId == lastCrusader score:3,,"""Похоже на сделку, партнер. Отправляемся к неизвестным звездам!""

Вскоре массивный корабль присоединяется к вашему флоту, огромная конструкция из испещренного шрамами металла, покрытого следами ожогов и подсчетом убитых. Это Последний крестоносец?",,
nex_mercMeetBlurbDora,Nex_MercMeetBlurb,$nex_mercCompanyId == dorasSurvey,,"""Здравствуйте, капитан $playerName. Не отправиться ли нам сегодня на поиски приключений?""\r\nИЛИ\r\n""Если вам нужна разведывательная экспедиция, вы обратились по адресу.""",,
nex_mercMeetBlurbEndbringer,Nex_MercMeetBlurb,$nex_mercCompanyId == endbringer,,"""expression = friendly\r\nrun greeting.sh\r\nquery $player.name контракт приемлем?""",,"Not actually used, but this was fun to write"
nex_mercMeetBlurbEndbringerInsulted,Nex_MercMeetBlurb,"$nex_mercCompanyId == endbringer
$nex_mercInsulted score:5",SetEnabled nex_mercHire false,"""employer.recognized => true\r\nprint( ""-___-"" );\r\nset contract.acceptable FALSE""",,
nex_mercHireBlurbEndbringer,Nex_MercHireBlurb,$nex_mercCompanyId == endbringer,,"""contract.accept(); // условия удовлетворительные\r\nprint( ""^__^"" );\r\ninit transfer""\r\n\r\nСтранный... корабль присоединяется к вашему $shipOrFleet. Никто из ваших офицеров или экипажа не чувствует себя полностью комфортно с ним, хотя все гораздо счастливее иметь его на своей стороне, чем наоборот.",,
,,,,,,
nex_mercLeaving_checkGeneric,Nex_MercsLeavingGreeting,,"ShowPersonVisual 
FireBest Nex_MercLeavingOptions","""Здравствуйте, капитан. Срок нашей службы подошел к концу, надеюсь, к всеобщему удовлетворению. В соответствии с нашим контрактом мы сейчас покинем вас.""",,
